COMPANY,STREET,CITY,STATE,ZIPPOSTAL_CODE,PHONE,TOLLFREE,FAX,EMAIL,WEBSITE,ULTIMATE_PARENT_NAME1,ULTIMATE_PARENT_CITY1,ULTIMATE_PARENT_STATE1,DIRECT_REPORTAGE_NAME1,FAMILY_ROLE1,NAME1,EMAIL1,TITLE2,NAME2,EMAIL2,TITLE3,NAME3,EMAIL3,TITLE4,NAME4,EMAIL4,TITLE5,NAME5,EMAIL5,TITLE6,NAME6,EMAIL6,TITLE7,NAME7,EMAIL7,TITLE8,NAME8,EMAIL8,TITLE9,NAME9,EMAIL9,TITLE10,NAME10,EMAIL10,BUSINESS_DESCRIPTION,YEAR_FOUNDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TITLE131,NAME131,EMAIL131,TITLE132,NAME132,EMAIL132,TITLE133,NAME133,EMAIL133,TITLE134,NAME134,EMAIL134,TITLE135,NAME135,EMAIL135,TITLE136,NAME136,EMAIL136,TITLE137,NAME137,EMAIL137,TITLE138,NAME138,EMAIL138,TITLE139,NAME139,EMAIL139,TITLE140,NAME140,EMAIL140,TITLE141,NAME141,EMAIL141,TITLE142,NAME142,EMAIL142,TITLE143,NAME143,EMAIL143,TITLE144,NAME144,EMAIL144,TITLE145,NAME145,EMAIL145,TITLE146,NAME146,EMAIL146,TITLE147,NAME147,EMAIL147,TITLE148,NAME148,EMAIL148,TITLE149,NAME149,EMAIL149,DIRECT_REPORTAGE_NAME3,FAMILY_ROLE3
Akerman LLP,420 S Orange Ave Ste 1200,Orlando,FL,32801-3445,(407) 423-4000,,(407) 843-6610,contact@akerman.com,www.akerman.com,Akerman LLP,Orlando,FL,,,David I. Spector,,Co-Chm-Corp Practice Grp,Jonathan  Awner,,Co-Chm-Corp Practice Grp,Carl  Roston,,"Co-Chm-Privacy, Cybersecurity & Emerging Tech",Carolyn V. Metnick,carolyn.metnick@akerman.com,Deputy Chm-Bankruptcy & Reorganization Practice Grp-Jacksonville,Jacob A. Brown,jacob.brown@akerman.com,Deputy Chm-Fraud & Recovery Practice Grp-West Palm Beach,Adam K. Hodges,adam.hodges@akerman.com,Mng Partner-Palm Beach County,Christopher  Duke,,Mng Partner-Tampa,Bassel  Frick,,Mng Partner-Jacksonville,Christian P. George,,Mng Partner-Chicago,Meg E. George,,,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akin Gump Strauss Hauer & Feld LLP,Robert S Strauss Bldg 1333 New Hampshire Ave NW,Washington,DC,20036-1564,(202) 887-4000,,(202) 887-4288,washdcinfo@akingump.com,www.akingump.com,,,,,,Scott L. Alberino,salberino@akingump.com,Partner-Real Estate Fin Practice-Dallas,John A. Bain,,Partner,Allison C. Binney,abinney@akingump.com,Partner,Douglas I. Brandon,dbrandon@akingump.com,Partner,Rick L. Burdick,rburdick@akingump.com,Partner,Paul W. Butler,pbutler@akingump.com,Partner,"George  Cannon, Jr.",ccannon@akingump.com,Partner,Cono A. Carrano,ccarrano@akingump.com,Partner,Joel M. Cohn,jcohn@akingump.com,Partner,Charles Francis Connolly,cconnolly@akingump.com,,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Neyer, LLC",302 W 3rd St Ste 800,Cincinnati,OH,45202,(513) 271-6400,(877) 271-6400,(513) 271-1350,info@neyer.com,www.neyer.com,"Al Neyer, LLC",Cincinnati,OH,,,Molly  North,mnorth@neyer.com,CFO & Sr VP,Stephanie P. Gaither,sgaither@neyer.com,Exec VP-Design Build,Matt  Blankenship,mblankenship@neyer.com,Exec VP-Bus Dev,Bob Fessler,bfessler@neyer.com,Exec VP-Capital & Investments,James T. Neyer,jrneyer@neyer.com,Exec VP,Dan  Ruh,druh@neyer.com,Sr VP-Legal Svcs,Lesley Schaefer Koth,lkoth@neyer.com,Sr VP-Architecture,Robert R. Thrun,rrthrun@neyer.com,Sr VP-Bus Dev,Mark  Vella,mvella@neyer.com,VP-Real Estate Dev,Rob  Gage,rgage@neyer.com,"Founded in 1894, Al. Neyer, LLC is headquartered in Cincinnati, OH. It is a commercial real estate development company. The company offers financing strategies, architecture and design, design build, and development services. It serves the healthcare and industrial sectors. The company also operates in Pennsylvania.",1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama Power Company,600 N 18th St,Birmingham,AL,35291,(205) 257-1000,(800) 990-2726,,customerservice@alabamapower.com,www.alabamapower.com,The Southern Company,Atlanta,GA,The Southern Company,Subsidiary,Mark A. Crosswhite,Mark.Crosswhite@alabamapower.com,"CFO, Treas & Exec VP",Philip C. Raymond,Philip.Raymond@alabamapower.com,Gen Counsel & Sr VP,Alexia B. Borden,Alexia.Borden@alabamapower.com,Exec VP-Customer Svcs,Gregory J. Barker,Greg.Barker@alabamapower.com,Exec VP-External Affairs,Zeke W. Smith,Zeke.Smith@alabamapower.com,Sr VP,James P. Heilbron,Jim.Heilbron@alabamapower.com,Sr VP-Corp & Admin Svcs,Gordon G. Martin,Gordon.Martin@alabamapower.com,Sr VP-Power Delivery,R. Scott Moore,Scott.Moore@alabamapower.com,Sr VP-Employee Svcs & Labor Rels,Jeff  Peoples,Jeff.Peoples@alabamapower.com,Sr VP-Customer Ops,Jonathan  Porter,Jonathan.Porter@alabamapower.com,"Established in 1906 and headquartered in Birmingham, AL, Alabama Power Company (NYSE: ALP^Q) is an electricity generation company. The company also purchases, transmits, distributes, and sales of electricity to customers in approximately 400 cities and towns, as well as in rural areas. It is involved in the sales of electric appliances. The company offers electricity to retail and wholesale customers in Alabama. According to the company's current 10K government filing it had FYE 12/31/2018 revenue of $6 billion and has 6,650 employees.",1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alain Pinel Realtors, Inc.",12772 Sunnyvale-Saratoga Rd Ste 1000,Saratoga,CA,95070,(408) 741-1111,(866) 468-0111,,,www.apr.com,"Urban Compass, Inc.",New York,NY,"Urban Compass, Inc.",Subsidiary,Mike  Hulme,,CFO & Chief Admin Officer,David Bellamy,,COO & Exec VP,Rainy  Hake,,VP & Mgr-Bus Ops,Barry L. Baltor,,VP & Mgr,Ron Gable,rgable@apr.com,VP,Carol Burnett,cburnett@apr.com,VP,Joe Cutrufelli,cutrufelli@apr.com,VP-Mktg,Heidi  Dittloff,,VP-IT,Tom Flanagan,,VP-Relocation & Bus Dev,Michi Olson,,"Headquartered in CA, Alain Pinel Realtors is a purveyor of luxury homes in the San Francisco Bay Area.  It specializes in offering services such as buying, selling, financing, moving, and other services.",1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska Railroad Corporation,327 W Ship Creek Ave,Anchorage,AK,99501-7500,(907) 265-2430,,(907) 265-2416,reservations@akrr.com,www.akrr.com,,,,,,William G. O'Leary,olearyb@akrr.com,COO,Clark  Hopp,,Gen Counsel & VP,Phyllis C. Johnson,johnsonp@akrr.com,VP-Corp Plng & Real Estate,James M. Kubitz,kubitzj@akrr.com,VP-Advanced Train Control Sys,Eileen Reilly,reillye@akrr.com,VP-Mktg & Customer Svc,Dale  Wade,,Dir-Supply Mgmt,Robert Gonzalez,gonzalezr@akrr.com,Dir-Real Estate,Karen Morrissey,morrisseyk@akrr.com,Mgr-Leasing,Andrew Donovan,,Mgr-Facilities Program,Paul Farnsworth,farnsworthp@akrr.com,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albertson's LLC,250 Parkcenter Blvd,Boise,ID,83726-0020,(208) 395-6200,(877) 932-7948,(208) 395-6349,absfeedback@eds.com,www.albertsons.com,"Cerberus Capital Management, L.P.",New York,NY,"New Albertson's, Inc.",Subsidiary,Bob  Miller,,Pres,Wayne  Denningham,,CFO & Exec VP,Bob Dimond,,CIO & Exec VP,Anuj  Dhanda,,Pres-Southern California & Southwest Div & Exec VP-Retail Ops,Shane  Dorcheus,,"Gen Counsel, Sec & Exec VP",Bob Gordon,,Exec VP-Corp Dev & Real Estate,Justin Ewing,,Exec VP-Retail Ops Special Projects,Jim Perkins,,"Exec VP-HR, Lab Rels, Pub Affairs & Govt Rels",Andrew  Scoggin,,Exec VP-Ops East,Mike  Withers,,"Based in Boise, ID, Albertson's Inc. mainly operates retail food and drug chains across the United States. The company is supported by 9 major distribution centers and deals with products such as prescription drugs, baked goods, jewelry, liquor and fresh flowers. With around 2,500 stores in about 37 states, it also offers meal centers, coffee bars, dry cleaning and baby products.",1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Albertsons Companies, Inc.",250 Parkcenter Blvd,Boise,ID,83706,(208) 395-6200,,,,www.albertsonscompanies.com,"Cerberus Capital Management, L.P.",New York,NY,"Cerberus Capital Management, L.P.",Holding,James L. Donald,James.Donald@albertsons.com,Co-Chm,Leonard  Laufer,Leonard.Laufer@albertsons.com,Vice Chm,B. Kevin Turner,,Pres & CEO,Vivek  Sankaran,Vivek.Sankaran@albertsons.com,CFO & Exec VP,Robert B. Dimond,Robert.Dimond@albertsons.com,COO & Exec VP,Susan  Morris,Susan.Morris@albertsons.com,CIO & Exec VP,Anuj  Dhanda,Anuj.Dhanda@albertsons.com,Chief HR Officer & Exec VP,Mike  Theilmann,Mike.Theilmann@albertsons.com,Chief Acctg Officer & Sr VP,Robert B. Larson,Robert.Larson@albertsons.com,Chief Medical Officer,Kent  Bradley,Kent.Bradley@albertsons.com,"Headquartered in Boise, ID, Albertsons Companies, Inc. is a food and drug retailers in the United States. It also manufactures and processes some of the food for sale in its stores. The company operates 2,269 stores across 34 states and the District of Columbia under 20 well-known banners, including Albertsons, Vons, Acme, Randalls, and Pavilions, among others. It offers grocery products; general merchandise; health and beauty care products; pharmacy; and fuel and other items and services. According to the company's current 10K government filing, it had FYE 02/23/2019 revenue of $60.5 billion and has 267,000 employees.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexander & Baldwin, Inc.",822 Bishop St,Honolulu,HI,96801,(808) 525-6611,,(808) 525-6652,,www.alexanderbaldwin.com,"Alexander & Baldwin, Inc.",Honolulu,HI,,,Christopher J. Benjamin,CBenjamin@alexanderbaldwin.com,CFO & Exec VP,Brett A. Brown,BBrown@alexanderbaldwin.com,Chief Legal Officer & Exec VP,Nelson N. S. Chun,NChun@alexanderbaldwin.com,"Chief Acctg Officer, Sr VP & Controller",Clayton K. Y. Chun,CChun@alexanderbaldwin.com,Chief Real Estate Officer & Exec VP,Lance K. Parker,LParker@alexanderbaldwin.com,Exec VP-External Affairs,Meredith J. Ching,mching@abinc.com,Sr VP-Leasing-Real Estate,Jordan  Brant,JBrant@alexanderbaldwin.com,Sr VP-Dev-Real Estate,Francisco  Gutierrez,FGutierrez@alexanderbaldwin.com,Sr VP-Asset Mgmt-Real Estate,Kit  Millan,KMillan@alexanderbaldwin.com,Sr VP-Investments-Real Estate,Jeff  Pauker,JPauker@alexanderbaldwin.com,"Alexander & Baldwin, Inc. (NYSE: ALEX) was founded in 1870 and is headquartered in Honolulu, HI. The company is engaged in a real estate investment trust. Its real estate business comprises real estate development and ownership activities including planning, zoning, financing, constructing, and leasing, among others. The company operates three segments: Commercial Real Estate; Land Operations; and Materials & Construction. Its Materials & Construction performs asphalt paving as the prime contractor and subcontractor; imports and sells liquid asphalt; mines, processes and sells basalt aggregate; produces and sells asphaltic concrete; provides and sells various construction- and traffic-control-related products; and manufactures and sells precast concrete products. According to the company's current 10K government filing, it had FYE 12/31/2018 revenue of $644.4 million and has 875 employees.",1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Company,14620 Joanbridge St,Baldwin Park,CA,91706-1750,(626) 962-4047,,(626) 960-0422,info@allancompany.com,www.allancompany.com,Allan Company,Baldwin Park,CA,,,Stephen A. Young,syoung@allancompany.com,VP-Northern California,Frank Del Rincon,fdelrincon@allancompany.com,VP-Domestic Pur & Mktg,Don Rogers,drogers@allancompany.com,Controller,Stacey Wheeler,SWheeler@allancompany.com,Mgr-Real Estate,Kara Bouton,kbouton@allancompany.com,Mgr,Jim Forkey,JForkey@allancompany.com,Mgr,Adam Holt,AHolt@allancompany.com,"Mgr-Sls-Plastics, Aluminum & Glass",Chip Lavigne,clavigne@allancompany.com,Mgr,Pancho Quezada,PQuezada@allancompany.com,Mgr-IT,Dan Yuan,DYuan@allancompany.com,"Founded in 1963, Allan Company is based in Baldwin Park, CA. It is a provider of recycling services. The company sells finished paper products such as liner boards and coated free sheets. It also deals with marketing, on-site trucking, curbside processing, and security analysis. The company has brokerage offices in Phoenix and Chicago. It also operates in Fresno, Glendale, Los Angeles, Pomona, and other areas.",1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Matkins Leck Gamble Mallory & Natsis LLP,515 S Figueroa St 9th Fl,Los Angeles,CA,90071-3309,(213) 622-5555,,(213) 620-8816,,www.allenmatkins.com,,,,,,David L. Osias,,Mng Partner,Jeffrey R. Patterson,,Partner-Labor & Employment,Grant  Alexander,,Co-Partner,Frederick L. Allen,fallen@allenmatkins.com,Co-Partner,John J. Allen,jallen@allenmatkins.com,Partner,David H. Blackwell,,Partner,Patrick E. Breen,pbreen@allenmatkins.com,Partner,Robert J. Cathcart,mcathcart@allenmatkins.com,Partner,Michael  Cerrina,mcerrina@allenmatkins.com,Partner,David D. Cooke,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Bank,105 E Lyon Ave,Lake City,MN,55041,(651) 345-3311,(888) 959-9425,(651) 229-0966,,www.alliancebanks.com,Alliance Bank,Lake City,MN,,,Ann  Reim-Woessner,,CIO,Cindy  Cole,,Sr VP-Comml Banking,Dean  Anderson,,VP,Jonathan  Chaffee,,VP-Cash Mgmt,Jahn Vieve Howe,,VP-Comml Banking,R. Scott Johnson,,VP-Comml & Private Banking,Eileen  Olsen,,Asst VP & Mgr-Personal Banking,Carla  Baier,,Asst VP-Real Estate Lending,Josh  Campbell,,,,,,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alliance Financial Group, Inc.",3390 Auto Mall Dr Ste 200,Westlake Village,CA,91362,(805) 371-8020,,,,www.allianceadvisory.com,,,,,,Randall Sanada,,Chief Compliance Officer,Jeff T. Garagliano,,Dir-Real Estate,Brent Lamo,,Mgr-Acctg,Tess Motiwala,,Coord-Office,Cheryl McEwan,,,,,,,,,,,,,,,,,"Alliance Financial Group, Inc. is located in Westlake Village, CA. It provides financial planning and investment advisory services for individual and institutional clients. The company offers investment consultation, financial and estate planning, risk management, and tax planning services.",1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
